total_votaciones_camara,polaridad_promedio,alineamiento_promedio,camara
4,0,0.9727,Cámara de Diputados
1,0,0.7699,Cámara de Diputados
1,0,0.7534,Cámara de Diputados
4,0.0632,0.7864,Cámara de Diputados
1,0,0.7608,Cámara de Diputados
2,0,0.8548,Cámara de Diputados
1,0.551,0.8917,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0.5581,0.8538,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,0.842,Cámara de Diputados
2,0.0376,0.9394,Cámara de Diputados
1,0.0227,0.9077,Cámara de Diputados
2,0,1,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0.8119,1,Cámara de Diputados
23,0.5358,0.9098,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0.129,0.7197,Cámara de Diputados
1,0,0.8744,Cámara de Diputados
2,0,1,Cámara de Diputados
2,0,1,Cámara de Diputados
1,0,0.9365,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0.9379,0.8544,Cámara de Diputados
2,0.0389,0.9682,Cámara de Diputados
1,0.7692,0.9229,Cámara de Diputados
9,0.3207,0.789,Cámara de Diputados
1,0,0.9281,Cámara de Diputados
18,0,0.8408,Cámara de Diputados
19,0,0.9009,Cámara de Diputados
1,0.2804,0.6853,Cámara de Diputados
1,0,0.6328,Cámara de Diputados
1,0,0.86,Cámara de Diputados
1,0.176,0.7242,Cámara de Diputados
4,0.9055,0.692,Cámara de Diputados
12,0,0.8119,Cámara de Diputados
24,0.2388,0.7535,Cámara de Diputados
9,0,0.7302,Cámara de Diputados
24,0,0.9078,Cámara de Diputados
3,0.9844,0.81,Cámara de Diputados
8,0,0.7006,Cámara de Diputados
1,0.0169,0.7605,Cámara de Diputados
1,0.0192,0.9046,Cámara de Diputados
6,0,0.7945,Cámara de Diputados
8,0,0.8527,Cámara de Diputados
6,0,0.7392,Cámara de Diputados
8,0.0577,0.6514,Cámara de Diputados
8,0,0.925,Cámara de Diputados
0,0.9324,0.9524,Cámara de Diputados
145,0.6155,0.7794,Cámara de Diputados
5,0,0.8344,Cámara de Diputados
11,0.1447,0.7139,Cámara de Diputados
36,0.0759,0.9378,Cámara de Diputados
0,0.0498,1,Cámara de Diputados
0,0,0.9162,Cámara de Diputados
2,0.0187,0.6904,Cámara de Diputados
27,0,0.8892,Cámara de Diputados
3,0.1013,0.6565,Cámara de Diputados
8,0.3564,0.6209,Cámara de Diputados
2,0.0648,0.8034,Cámara de Diputados
9,0,0.7321,Cámara de Diputados
11,0,0.8347,Cámara de Diputados
8,0,0.7305,Cámara de Diputados
29,0,0.9439,Cámara de Diputados
5,0.0143,0.9597,Cámara de Diputados
5,0.0339,0.7286,Cámara de Diputados
6,0.0847,0.7976,Cámara de Diputados
34,0.2258,0.7273,Cámara de Diputados
3,0.1094,0.7989,Cámara de Diputados
10,0.6058,0.8394,Cámara de Diputados
1,0,0.6935,Cámara de Diputados
6,0,0.8037,Cámara de Diputados
6,0.2124,0.727,Cámara de Diputados
3,0.016,0.902,Cámara de Diputados
3,0.0167,0.8076,Cámara de Diputados
76,0,0.9002,Cámara de Diputados
10,0.3022,0.7274,Cámara de Diputados
56,0.3892,0.741,Cámara de Diputados
3,0.0174,0.7408,Cámara de Diputados
36,0,0.9337,Cámara de Diputados
2,0,0.7672,Cámara de Diputados
132,0.7744,0.9061,Cámara de Diputados
1,0.0138,0.9101,Cámara de Diputados
6,0.7996,0.9286,Cámara de Diputados
5,0.1957,0.8739,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,0.9388,Cámara de Diputados
1,0,1,Cámara de Diputados
54,0.6264,0.8135,Cámara de Diputados
3,0.2222,0.8603,Cámara de Diputados
1,0,1,Cámara de Diputados
2,0,0.6979,Cámara de Diputados
11,0.5948,0.8322,Cámara de Diputados
1,0,0.8979,Cámara de Diputados
43,0.4206,0.8391,Cámara de Diputados
1,0,0.7308,Cámara de Diputados
69,0.3635,0.8345,Cámara de Diputados
13,0.6324,0.788,Cámara de Diputados
3,0.5557,0.8457,Cámara de Diputados
3,0,0.7165,Cámara de Diputados
1,0.4486,0.6606,Cámara de Diputados
3,0.5111,0.9261,Cámara de Diputados
3,0,0.9508,Cámara de Diputados
2,0.0377,0.8911,Cámara de Diputados
1,0.0211,0.9789,Cámara de Diputados
18,0.597,0.9751,Cámara de Diputados
1,0.3448,0.7524,Cámara de Diputados
3,0,1,Cámara de Diputados
4,0.4555,0.8069,Cámara de Diputados
1,0,0.947,Cámara de Diputados
9,0.452,0.8786,Cámara de Diputados
4,0.0037,0.8892,Cámara de Diputados
2,0,0.8779,Cámara de Diputados
17,0.2867,0.9113,Cámara de Diputados
9,0.3324,0.8201,Cámara de Diputados
1,0,0.9712,Cámara de Diputados
1,0,0.9355,Cámara de Diputados
33,0.2876,0.9194,Cámara de Diputados
1,0,0.9582,Cámara de Diputados
4,0,0.9208,Cámara de Diputados
1,0,1,Cámara de Diputados
6,0.2226,0.9451,Cámara de Diputados
155,0.4972,0.7622,Cámara de Diputados
1,0,0.8642,Cámara de Diputados
10,0.2451,0.9572,Cámara de Diputados
3,0.1024,0.8888,Cámara de Diputados
3,0.0548,0.9362,Cámara de Diputados
7,0.5932,0.8245,Cámara de Diputados
2,0.0557,0.9395,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,1,Cámara de Diputados
41,0.4303,0.9408,Cámara de Diputados
31,0.247,0.7974,Cámara de Diputados
5,0.123,0.8339,Cámara de Diputados
5,0.1352,0.926,Cámara de Diputados
6,0.4059,0.7727,Cámara de Diputados
2,0.1184,0.8138,Cámara de Diputados
4,0.0115,0.7234,Cámara de Diputados
2,0,0.855,Cámara de Diputados
1,0,0.6916,Cámara de Diputados
5,0.1899,0.7035,Cámara de Diputados
2,0.7028,0.7307,Cámara de Diputados
3,0.3205,0.8451,Cámara de Diputados
4,0,1,Cámara de Diputados
15,0.6512,0.6651,Cámara de Diputados
2,0,0.9866,Cámara de Diputados
4,0.2268,0.7606,Cámara de Diputados
12,0.5564,0.8266,Cámara de Diputados
2,0.4912,0.7591,Cámara de Diputados
8,0.3904,0.7861,Cámara de Diputados
4,0.3405,0.8463,Cámara de Diputados
1,0,0.6738,Cámara de Diputados
1,0,0.9465,Cámara de Diputados
3,0.31,0.8727,Cámara de Diputados
1,0,0.8596,Cámara de Diputados
2,0,0.9309,Cámara de Diputados
39,0.4915,0.7171,Cámara de Diputados
16,0.2218,0.8429,Cámara de Diputados
5,0.2873,0.6694,Cámara de Diputados
13,0.5644,0.8589,Cámara de Diputados
4,0.0939,0.8749,Cámara de Diputados
1,0,0.9046,Cámara de Diputados
6,0.3754,0.8456,Cámara de Diputados
3,0,0.6738,Cámara de Diputados
1,0,0.9005,Cámara de Diputados
1,0,0.9448,Cámara de Diputados
2,0.0541,0.8546,Cámara de Diputados
4,0.1327,0.8064,Cámara de Diputados
13,0.7952,0.8517,Cámara de Diputados
1,0,0.933,Cámara de Diputados
16,0.2692,0.7968,Cámara de Diputados
2,0.0171,0.895,Cámara de Diputados
2,0,0.9286,Cámara de Diputados
1,0,0.917,Cámara de Diputados
1,0,0.8053,Cámara de Diputados
2,0,0.9259,Cámara de Diputados
9,0.3943,0.8073,Cámara de Diputados
1,0,0.8766,Cámara de Diputados
3,0.5476,0.7532,Cámara de Diputados
27,0.4802,0.8183,Cámara de Diputados
2,0.0095,0.8806,Cámara de Diputados
2,0,0.9038,Cámara de Diputados
4,0.582,0.6948,Cámara de Diputados
1,0.5564,0.8321,Cámara de Diputados
12,0,0.7815,Cámara de Diputados
12,0.5384,0.6792,Cámara de Diputados
4,0.5673,0.6831,Cámara de Diputados
2,0,0.9072,Cámara de Diputados
19,0.4945,0.8636,Cámara de Diputados
2,0,0.7842,Cámara de Diputados
5,0.5515,0.8149,Cámara de Diputados
8,0.3483,0.8101,Cámara de Diputados
5,0.1922,0.8134,Cámara de Diputados
1,0,0.7446,Cámara de Diputados
74,0.6668,0.9133,Cámara de Diputados
55,0.6669,0.8219,Cámara de Diputados
15,0.7296,0.9092,Cámara de Diputados
1,0,1,Senado
1,0.3529,0.7431,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0.3,0.8883,Senado
3,0,0.9387,Senado
4,0.4427,1,Senado
3,0.0238,0.9091,Senado
1,0,1,Senado
1,0,0.7294,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.9333,Senado
1,0,0.8785,Senado
2,0.129,0.8933,Senado
1,0,1,Senado
1,0,1,Senado
2,0.2353,0.8564,Senado
99,0.2759,0.9379,Senado
3,0,0.9681,Senado
2,0,1,Senado
1,0,1,Senado
2,0,1,Senado
1,0,1,Senado
1,0.8571,0.9464,Senado
2,0,1,Senado
3,0,1,Senado
1,0,0.9367,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
4,0.0357,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0,0.933,Senado
4,0.2218,0.8853,Senado
27,0.5517,0.7894,Senado
1,0.8485,1,Senado
1,0,0.8808,Senado
1,0,1,Senado
1,0,0.944,Senado
1,0,1,Senado
1,0.1429,1,Senado
1,0,0.9367,Senado
1,0,0.9667,Senado
1,0,1,Senado
1,0.8235,0.696,Senado
3,0,1,Senado
7,0.3627,0.9643,Senado
1,0.3158,0.8737,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
4,0,1,Senado
12,0.4354,0.9191,Senado
1,0,1,Senado
1,0,0.9077,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0.3282,0.9009,Senado
1,0,0.8857,Senado
1,0,1,Senado
1,0.3226,0.9077,Senado
2,0,1,Senado
1,0.4571,1,Senado
1,0,0.8852,Senado
8,0.2387,0.9497,Senado
1,0.1538,0.9316,Senado
1,0.3636,0.8257,Senado
2,0,0.9468,Senado
1,0,0.9911,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0.0455,0.8676,Senado
3,0.019,0.9308,Senado
2,0,1,Senado
1,0.0769,0.8636,Senado
1,0,1,Senado
1,0.0667,0.9444,Senado
1,0.0952,0.9335,Senado
1,0,1,Senado
1,0.1053,0.627,Senado
1,0,0.9488,Senado
2,0.4054,0.8535,Senado
1,0.375,0.8407,Senado
21,0.4535,0.9868,Senado
5,0.2563,0.8393,Senado
2,0.0385,0.8835,Senado
1,0,1,Senado
1,0,1,Senado
3,0.0317,0.8808,Senado
1,0,0.9077,Senado
1,0,0.9433,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0,0.9039,Senado
1,0,1,Senado
2,0,1,Senado
4,0,0.9744,Senado
1,0,0.9423,Senado
1,0,1,Senado
2,0,1,Senado
8,0.0441,0.9729,Senado
4,0.5371,0.8683,Senado
1,0,1,Senado
6,0.4035,0.8409,Senado
1,0.1111,0.9169,Senado
1,0,0.8629,Senado
2,0.0625,0.8276,Senado
2,0,1,Senado
6,0.7775,0.8745,Senado
8,0.1968,0.8687,Senado
1,0.4242,0.8414,Senado
1,0,0.9132,Senado
2,0,1,Senado
1,0,0.847,Senado
1,0,1,Senado
1,0,0.9825,Senado
1,0,0.84,Senado
6,0.2865,0.8994,Senado
1,0,1,Senado
1,0,0.9429,Senado
1,0,1,Senado
1,0.8462,0.936,Senado
3,0,0.9721,Senado
3,0,0.9978,Senado
1,0,1,Senado
1,0,1,Senado
3,0,0.9758,Senado
2,0.2935,0.7848,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0,0.9848,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.8567,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.936,Senado
3,0.0741,0.9393,Senado
5,0,0.8879,Senado
3,0,1,Senado
1,0,1,Senado
2,0,1,Senado
1,0,1,Senado
4,0.2083,0.8189,Senado
2,0,0.9459,Senado
4,0.0661,0.9553,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0,1,Senado
1,0,0.8767,Senado
2,0,0.9118,Senado
5,0.0296,0.9536,Senado
3,0,1,Senado
2,0.381,0.6971,Senado
1,0.2353,0.8335,Senado
1,0.4828,0.8912,Senado
1,0,0.7833,Senado
1,0.0606,0.9032,Senado
2,0,0.963,Senado
5,0.1655,0.9081,Senado
1,0,1,Senado
2,0,0.8852,Senado
2,0,1,Senado
1,0.5,0.8728,Senado
1,0,1,Senado
2,0,0.9473,Senado
2,0,0.9641,Senado
3,0,0.9482,Senado
1,0,1,Senado
1,0.2105,0.7872,Senado
1,0,1,Senado
1,0,0.925,Senado
1,0,1,Senado
1,0,1,Senado
4,0.1468,0.9842,Senado
1,0,1,Senado
3,0.019,0.9611,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.8708,Senado
1,0,1,Senado
1,0.0741,0.932,Senado
1,0.5517,0.69,Senado
3,0.6535,0.8768,Senado
4,0,0.9861,Senado
1,0,1,Senado
1,0.3333,0.5885,Senado
1,0,1,Senado
1,0,0.9273,Senado
1,0,1,Senado
1,0,1,Senado
1,0.5161,0.8731,Senado
1,0,1,Senado
40,0.2366,0.8909,Senado
5,0.2103,0.804,Senado
1,0,0.9957,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.9169,Senado
3,0.9677,0.964,Senado
3,0.2105,0.9671,Senado
1,0,1,Senado
3,0,0.9761,Senado
2,0,1,Senado
1,0,0.9012,Senado
2,0,1,Senado
4,0.0192,0.9506,Senado
1,0,0.9886,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.889,Senado
1,0.4667,0.7358,Senado
2,0,0.9905,Senado
1,0.3571,0.7664,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.8382,Senado
9,0.5513,0.8421,Senado
1,0,1,Senado
2,0.4545,0.8634,Senado
2,0.0952,0.9046,Senado
1,0.875,0.9,Senado
1,0,1,Senado
3,0.7932,0.8923,Senado
2,0.0787,0.9228,Senado
2,0,0.9688,Senado
1,0.4667,0.7841,Senado
2,0,1,Senado
1,0,0.7856,Senado
1,0,0.943,Senado
2,0,1,Senado
2,0.24,0.7919,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
7,0.6221,0.7741,Senado
2,0,0.9791,Senado
17,0.5891,0.8597,Senado
1,0,0.9655,Senado
86,0.6106,0.7928,Senado
5,0.2574,0.9026,Senado
1,0.6667,0.6932,Senado
1,0,1,Senado
1,0.4444,0.937,Senado
1,0,0.7867,Senado
5,0.2571,0.8791,Senado
1,0,1,Senado
1,0,1,Senado
1,0.6087,0.6865,Senado
1,0,0.9459,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0,1,Senado
2,0,1,Senado
1,0,0.9541,Senado
1,0.381,0.8482,Senado
2,0.4643,0.8826,Senado
3,0.0238,0.9648,Senado
1,0,0.8461,Senado
1,0,1,Senado
1,0.0667,0.937,Senado
1,0.1111,0.9059,Senado
1,0.9697,0.891,Senado
9,0.5932,0.8962,Senado
4,0.3714,0.8315,Senado
2,0.9262,0.8174,Senado
1,0.9286,0.8936,Senado
3,0.642,0.8744,Senado
3,0.4471,0.7281,Senado
1,0.3,0.7785,Senado
1,0.6452,0.7193,Senado
5,0.2115,0.8613,Senado
5,0.0731,0.9561,Senado
1,0.0645,0.944,Senado
1,0,1,Senado
3,0,0.9803,Senado
1,0.0833,0.8128,Senado
26,0.3364,0.8302,Senado
2,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.936,Senado
2,0.3182,0.9411,Senado
3,0,0.8785,Senado
1,0.7407,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.9169,Senado
1,0,1,Senado
2,0,1,Senado
3,0.1623,0.9008,Senado
1,0.2667,1,Senado
1,0,0.9167,Senado
1,0,0.9385,Senado
1,0,1,Senado
2,0,1,Senado
1,0.7059,0.9074,Senado
3,0,0.9661,Senado
2,0,1,Senado
5,0.0462,0.9794,Senado
2,0.4987,0.8143,Senado
1,0,1,Senado
2,0,0.9746,Senado
2,0,1,Senado
2,0.2143,0.9534,Senado
6,0.2948,0.8973,Senado
1,0.069,0.9378,Senado
2,0.0417,0.8944,Senado
2,0,1,Senado
1,0.8421,0.6996,Senado
2,0.7717,0.8203,Senado
5,0.5918,0.8864,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.9524,Senado
1,0.7742,0.845,Senado
1,0,1,Senado
2,0.101,0.8235,Senado
3,0,0.9809,Senado
1,0,0.9333,Senado
2,0.0455,0.97,Senado
1,0,0.9896,Senado
2,0,1,Senado
1,0,0.9116,Senado
1,0,1,Senado
1,0,0.936,Senado
1,0.5556,0.8122,Senado
1,0.0714,0.93,Senado
2,0,0.9952,Senado
3,0,0.9791,Senado
1,0.0833,0.7709,Senado
4,0.5125,0.9337,Senado
1,0,1,Senado
2,0,0.942,Senado
2,0,1,Senado
3,0,0.9939,Senado
2,0.3333,0.78,Senado
1,0,1,Senado
1,0,0.9073,Senado
2,0.0385,0.9719,Senado
1,0,1,Senado
1,0,0.9385,Senado
1,0,1,Senado
2,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0.352,0.7991,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0.1379,0.8382,Senado
1,0,1,Senado
1,0.0571,0.8994,Senado
2,0,0.8866,Senado
4,0.3491,0.8691,Senado
1,0,1,Senado
2,0,1,Senado
2,0.1423,0.8956,Senado
1,0,1,Senado
1,0,0.9923,Senado
1,0,1,Senado
2,0.15,0.9331,Senado
13,0.275,0.954,Senado
1,0,1,Senado
7,0.3409,1,Senado
1,0,1,Senado
1,0,0.9841,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0.4,0.9444,Senado
1,0,0.8853,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0,0.8662,Senado
2,0,1,Senado
1,0,1,Senado
1,0.1818,0.845,Senado
1,0,1,Senado
2,0,0.9559,Senado
1,0.0833,0.7852,Senado
1,0,0.7619,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.9342,Senado
1,0,1,Senado
1,0,1,Senado
1,0.963,1,Senado
6,0.0833,0.9684,Senado
1,0,1,Senado
2,0,1,Senado
2,0,0.9597,Senado
1,0,0.9933,Senado
1,0,0.8668,Senado
1,0,1,Senado
2,0,0.9419,Senado
2,0,1,Senado
1,0,1,Senado
2,0.0526,0.7789,Senado
10,0.3789,0.9202,Senado
2,0,0.9334,Senado
1,0,1,Senado
1,0,1,Senado
1,0.4,1,Senado
1,0,0.9304,Senado
1,0,0.9375,Senado
1,0,1,Senado
6,0.1003,0.8148,Senado
28,0.1001,0.8514,Senado
4,0,1,Senado
2,0,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0,0.9646,Senado
3,0.138,0.9391,Senado
8,0.1859,0.883,Senado
3,0,1,Senado
2,0.36,1,Senado
2,0.1435,0.85,Senado
1,0.4516,0.8186,Senado
2,0,1,Senado
1,0,1,Senado
1,0.7222,0.8609,Senado
21,0.2732,0.9196,Senado
2,0,1,Senado
8,0.4177,0.8923,Senado
1,0,1,Senado
1,0,1,Senado
4,0,0.9297,Senado
1,0,1,Senado
2,0.0952,0.9454,Senado
1,0,0.9286,Senado
1,0.3704,0.795,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.9966,Senado
1,0,1,Senado
1,0,0.963,Senado
5,0.3214,0.9224,Senado
1,0.0741,0.9236,Senado
56,0.5686,0.9397,Senado
4,0.0517,0.8887,Senado
1,0,0.8843,Senado
1,0,0.9348,Senado
1,0,1,Senado
3,0,1,Senado
1,0.4,0.8333,Senado
2,0.125,0.8757,Senado
1,0,1,Senado
1,0,1,Senado
3,0,0.9366,Senado
1,0,1,Senado
4,0.06,0.9118,Senado
5,0.3163,0.85,Senado
3,0.502,0.8265,Senado
2,0,0.9696,Senado
1,0,0.9727,Senado
1,0,0.9892,Senado
1,0,0.9964,Senado
3,0.127,0.9421,Senado
1,0,0.9962,Senado
1,0,1,Senado
1,0,0.9438,Senado
2,0,0.9707,Senado
2,0.25,0.9375,Senado
3,0.1335,0.86,Senado
4,0.967,0.9758,Senado
1,0,1,Senado
2,0,0.9573,Senado
5,0.3588,0.8513,Senado
4,0.2567,0.9343,Senado
1,0.5833,0.7368,Senado
2,0.025,0.9759,Senado
2,0,0.9534,Senado
4,0.4049,0.8085,Senado
1,0.0526,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.9448,Senado
1,0,1,Senado
11,0.4362,0.7943,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.8319,Senado
2,0,0.9097,Senado
4,0.2304,0.9608,Senado
1,0,1,Senado
2,0.1905,0.8807,Senado
1,0,1,Senado
5,0.1841,0.9465,Senado
1,0.4286,0.9615,Senado
1,0,1,Senado
4,0.0179,0.8759,Senado
1,0,1,Senado
1,0,1,Senado
2,0.8545,0.8313,Senado
3,0.5844,0.7911,Senado
1,0,0.9126,Senado
1,0.1739,0.7358,Senado
1,0,1,Senado
1,0.875,0.9063,Senado
1,0,0.9369,Senado
1,0,0.6076,Senado
2,0,1,Senado
2,0.817,0.6638,Senado
1,0.2069,0.7738,Senado
2,0.8778,1,Senado
2,0,0.9536,Senado
1,0,1,Senado
1,0,0.8876,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0,1,Senado
1,0,0.8929,Senado
1,0,1,Senado
1,0,1,Senado
1,0.7273,0.617,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.9468,Senado
1,0.9677,0.9007,Senado
1,0,1,Senado
1,0,0.9354,Senado
1,0,0.8977,Senado
5,0,0.9759,Senado
3,0.2886,0.935,Senado
10,0.0478,0.9765,Senado
2,0,0.9933,Senado
1,0,1,Senado
3,0,0.8943,Senado
1,0,1,Senado
1,0,0.9448,Senado
4,0.0727,0.9234,Senado
1,0,1,Senado
1,0.129,0.8767,Senado
1,0,1,Senado
1,0,1,Senado
3,0,0.9785,Senado
1,0.6667,0.9507,Senado
1,0,1,Senado
5,0.3276,0.8946,Senado
8,0.7962,0.9218,Senado
2,0.125,0.9622,Senado
2,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0,1,Senado
18,0.388,0.9818,Senado
3,0,0.9817,Senado
2,0,0.9588,Senado
1,0,1,Senado
1,0.3636,1,Senado
1,0,1,Senado
1,0,1,Senado
2,0,0.9655,Senado
7,0.1646,0.9009,Senado
1,0,0.7685,Senado
7,0.2029,0.8277,Senado
1,0,0.9987,Senado
5,0.1231,0.9505,Senado
1,0.0667,0.9541,Senado
5,0.3881,0.8984,Senado
2,0,0.9958,Senado
1,0,0.8977,Senado
21,0.4635,0.8588,Senado
5,0.52,0.8486,Senado
6,0.4294,0.8509,Senado
1,0,1,Senado
1,0,1,Senado
3,0.2105,0.9638,Senado
1,0,0.9936,Senado
2,0,0.9466,Senado
1,0,1,Senado
31,0.48,0.8845,Senado
1,0.7273,0.9074,Senado
1,0,1,Senado
2,0,0.8957,Senado
3,0.2108,0.7748,Senado
2,0.9118,0.7127,Senado
1,0,1,Senado
1,0,0.997,Senado
3,0.0208,0.9696,Senado
2,0.0286,0.9751,Senado
1,0,0.9557,Senado
3,0.7717,0.8767,Senado
2,0,0.9766,Senado
1,0.8966,0.969,Senado
1,0,1,Senado
5,0.4717,0.7734,Senado
1,0,1,Senado
1,0.0667,1,Senado
2,0,1,Senado
1,0.1333,0.9,Senado
1,0.2308,0.7656,Senado
2,0.4286,0.8535,Senado
1,0,1,Senado
4,0,0.9398,Senado
2,0.2991,0.7857,Senado
4,0.4902,0.9094,Senado
1,0,1,Senado
1,0,0.8796,Senado
1,0,1,Senado
2,0.2857,0.7875,Senado
1,0,1,Senado
2,0,0.9797,Senado
2,0,0.9727,Senado
1,0,1,Senado
1,0,1,Senado
1,0.5806,0.9414,Senado
1,0,1,Senado
1,0,0.8786,Senado
2,0,0.9156,Senado
4,0.3857,0.8379,Senado
8,0.0551,0.8324,Senado
7,0.1198,0.9226,Senado
1,0,1,Senado
1,0.2667,0.7852,Senado
10,0.1872,0.925,Senado
4,0.25,0.8645,Senado
2,0,0.97,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.9686,Senado
1,0,0.8746,Senado
2,0.4682,0.8362,Senado
1,0,0.9937,Senado
2,0.497,0.8237,Senado
3,0,0.8495,Senado
3,0.6971,0.9093,Senado
1,0,0.7835,Senado
1,0.1739,0.638,Senado
1,0,1,Senado
1,0,0.9335,Senado
5,0.0714,0.8913,Senado
1,0,1,Senado
1,0.8,0.4267,Senado
1,0.0909,0.9158,Senado
3,0,0.9953,Senado
1,0,1,Senado
1,0,0.9468,Senado
1,0,1,Senado
2,0.3223,0.7587,Senado
3,0.3158,0.9234,Senado
1,0,1,Senado
1,0.1667,0.8846,Senado
1,0,1,Senado
1,0,1,Senado
3,0,0.9793,Senado
2,0,1,Senado
1,0,1,Senado
1,0,0.8859,Senado
1,0.7826,0.6519,Senado
1,0,0.9273,Senado
1,0,1,Senado
8,0.6238,0.884,Senado
3,0.019,0.9778,Senado
4,0,1,Senado
3,0.0886,0.9006,Senado
1,0,1,Senado
1,0.8333,1,Senado
1,0,1,Senado
2,0,1,Senado
2,0,0.9597,Senado
1,0.7143,0.6172,Senado
25,0.3092,0.811,Senado
6,0.19,0.8954,Senado
1,0.1429,0.896,Senado
1,0,1,Senado
1,0.9444,1,Senado
1,0,1,Senado
4,0.4733,0.9531,Senado
4,0.2114,0.9462,Senado
1,0.069,0.8936,Senado
1,0,0.8832,Senado
1,0,0.9074,Senado
1,0.9091,0.7926,Senado
1,0,1,Senado
3,0.0333,0.9275,Senado
2,0,0.956,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
4,0.125,0.9063,Senado
1,0.9032,0.7877,Senado
1,0.6667,0.881,Senado
2,0.5687,0.8531,Senado
1,0,1,Senado
1,0.08,0.9348,Senado
1,0,1,Senado
1,0,1,Senado
6,0.2821,0.9329,Senado
1,0.7273,0.875,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
12,0.1341,0.9498,Senado
3,0.1282,0.9638,Senado
1,0.6,0.7083,Senado
5,0.4344,0.8781,Senado
4,0.6034,0.9112,Senado
1,0,1,Senado
1,0,0.9,Senado
3,0.138,0.8421,Senado
1,0,1,Senado
1,0,0.9948,Senado
1,0,1,Senado
1,0,1,Senado
2,0,1,Senado
4,0.5618,0.9153,Senado
1,0,1,Senado
1,0,0.9238,Senado
2,0,0.9933,Senado
2,0.3603,0.7915,Senado
2,0.0385,0.9688,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.94,Senado
1,0,0.9389,Senado
1,0,1,Senado
1,0,0.9211,Senado
1,0,1,Senado
1,0,0.9652,Senado
2,0,0.8856,Senado
1,0,1,Senado
3,0,1,Senado
1,0,0.9444,Senado
3,0,1,Senado
1,0,1,Senado
2,0.4167,0.8915,Senado
3,0,1,Senado
1,0.56,0.8139,Senado
1,0,1,Senado
2,0,0.95,Senado
5,0.7542,0.7755,Senado
5,0.0133,0.9317,Senado
4,0.0772,0.9416,Senado
1,0,1,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.9984,Senado
4,0.0962,0.7919,Senado
1,0,1,Senado
1,0,1,Senado
1,0,0.8565,Senado
1,0,0.9963,Senado
1,0,1,Senado
1,0,0.9139,Senado
